Song,Concert,Year
Loser,"Hofheinz Pavilion, Houston, TX (11/18/72)",1972
Black Throated Wind,"Hofheinz Pavilion, Houston, TX (11/18/72)",1972
Tennessee Jed,"Hofheinz Pavilion, Houston, TX (11/18/72)",1972
El Paso,"Hofheinz Pavilion, Houston, TX (11/18/72)",1972
Big Railroad Blues,"Hofheinz Pavilion, Houston, TX (11/18/72)",1972
Box of Rain,"Hofheinz Pavilion, Houston, TX (11/18/72)",1972
China Cat Sunflower,"Hofheinz Pavilion, Houston, TX (11/18/72)",1972
I Know You Rider,"Hofheinz Pavilion, Houston, TX (11/18/72)",1972
Beat it on Down the Line,"Hofheinz Pavilion, Houston, TX (11/18/72)",1972
Brown Eyed Women,"Hofheinz Pavilion, Houston, TX (11/18/72)",1972
Around and Around,"Hofheinz Pavilion, Houston, TX (11/18/72)",1972
Casey Jones,"Hofheinz Pavilion, Houston, TX (11/18/72)",1972
Bertha,"Hofheinz Pavilion, Houston, TX (11/18/72)",1972
Greatest Story Ever Told,"Hofheinz Pavilion, Houston, TX (11/18/72)",1972
He's Gone,"Hofheinz Pavilion, Houston, TX (11/18/72)",1972
Mississippi Half-Step,"Hofheinz Pavilion, Houston, TX (11/18/72)",1972
Sugar Magnolia,"Hofheinz Pavilion, Houston, TX (11/18/72)",1972
One More Saturday Night,"Hofheinz Pavilion, Houston, TX (11/18/72)",1972
Uncle John's Band,"Hofheinz Pavilion, Houston, TX (11/18/72)",1972
Bertha,"Hofheinz Pavilion, Houston, TX (11/19/72)",1972
Me and My Uncle,"Hofheinz Pavilion, Houston, TX (11/19/72)",1972
Sugaree,"Hofheinz Pavilion, Houston, TX (11/19/72)",1972
Beat it on Down the Line,"Hofheinz Pavilion, Houston, TX (11/19/72)",1972
Bird Song,"Hofheinz Pavilion, Houston, TX (11/19/72)",1972
Black Throated Wind,"Hofheinz Pavilion, Houston, TX (11/19/72)",1972
Don't Ease Me In,"Hofheinz Pavilion, Houston, TX (11/19/72)",1972
Mexicali Blues,"Hofheinz Pavilion, Houston, TX (11/19/72)",1972
Box of Rain,"Hofheinz Pavilion, Houston, TX (11/19/72)",1972
Tomorrow Is Forever,"Hofheinz Pavilion, Houston, TX (11/19/72)",1972
Big River,"Hofheinz Pavilion, Houston, TX (11/19/72)",1972
China Cat Sunflower,"Hofheinz Pavilion, Houston, TX (11/19/72)",1972
I Know You Rider,"Hofheinz Pavilion, Houston, TX (11/19/72)",1972
Playing in the Band,"Hofheinz Pavilion, Houston, TX (11/19/72)",1972
Casey Jones,"Hofheinz Pavilion, Houston, TX (11/19/72)",1972
Promised Land,"Hofheinz Pavilion, Houston, TX (11/19/72)",1972
Ramble On Rose,"Hofheinz Pavilion, Houston, TX (11/19/72)",1972
El Paso,"Hofheinz Pavilion, Houston, TX (11/19/72)",1972
Stella Blue,"Hofheinz Pavilion, Houston, TX (11/19/72)",1972
Jack Straw,"Hofheinz Pavilion, Houston, TX (11/19/72)",1972
Dark Star,"Hofheinz Pavilion, Houston, TX (11/19/72)",1972
WRS Prelude,"Hofheinz Pavilion, Houston, TX (11/19/72)",1972
Mississippi Half-Step,"Hofheinz Pavilion, Houston, TX (11/19/72)",1972
Around and Around,"Hofheinz Pavilion, Houston, TX (11/19/72)",1972
Big Railroad Blues,"Hofheinz Pavilion, Houston, TX (11/19/72)",1972
Sugar Magnolia,"Hofheinz Pavilion, Houston, TX (11/19/72)",1972
Goin' Down the Road Feeling Bad,"Hofheinz Pavilion, Houston, TX (11/19/72)",1972
Promised Land,"Municipal Auditorium, Austin, TX (11/22/72)",1972
Sugaree,"Municipal Auditorium, Austin, TX (11/22/72)",1972
Mexicali Blues,"Municipal Auditorium, Austin, TX (11/22/72)",1972
Loser,"Municipal Auditorium, Austin, TX (11/22/72)",1972
Black Throated Wind,"Municipal Auditorium, Austin, TX (11/22/72)",1972
China Cat Sunflower,"Municipal Auditorium, Austin, TX (11/22/72)",1972
I Know You Rider,"Municipal Auditorium, Austin, TX (11/22/72)",1972
Beat it on Down the Line,"Municipal Auditorium, Austin, TX (11/22/72)",1972
Candyman,"Municipal Auditorium, Austin, TX (11/22/72)",1972
El Paso,"Municipal Auditorium, Austin, TX (11/22/72)",1972
Bird Song,"Municipal Auditorium, Austin, TX (11/22/72)",1972
Playing in the Band,"Municipal Auditorium, Austin, TX (11/22/72)",1972
Casey Jones,"Municipal Auditorium, Austin, TX (11/22/72)",1972
Greatest Story Ever Told,"Municipal Auditorium, Austin, TX (11/22/72)",1972
He's Gone,"Municipal Auditorium, Austin, TX (11/22/72)",1972
Truckin',"Municipal Auditorium, Austin, TX (11/22/72)",1972
drums,"Municipal Auditorium, Austin, TX (11/22/72)",1972
The Other One,"Municipal Auditorium, Austin, TX (11/22/72)",1972
Stella Blue,"Municipal Auditorium, Austin, TX (11/22/72)",1972
Big River,"Municipal Auditorium, Austin, TX (11/22/72)",1972
Ramble On Rose,"Municipal Auditorium, Austin, TX (11/22/72)",1972
Sugar Magnolia,"Municipal Auditorium, Austin, TX (11/22/72)",1972
Brokedown Palace,"Municipal Auditorium, Austin, TX (11/22/72)",1972
Around and Around,"Municipal Auditorium, Austin, TX (11/22/72)",1972
One More Saturday Night,"Municipal Auditorium, Austin, TX (11/22/72)",1972
Uncle John's Band,"Municipal Auditorium, Austin, TX (11/22/72)",1972
Don't Ease Me In,"Memorial Auditorium, Dallas, TX (11/24/72)",1972
Me and My Uncle,"Memorial Auditorium, Dallas, TX (11/24/72)",1972
Brown Eyed Women,"Memorial Auditorium, Dallas, TX (11/24/72)",1972
Black Throated Wind,"Memorial Auditorium, Dallas, TX (11/24/72)",1972
Bertha,"Memorial Auditorium, Dallas, TX (11/24/72)",1972
El Paso,"Memorial Auditorium, Dallas, TX (11/24/72)",1972
Deal,"Memorial Auditorium, Dallas, TX (11/24/72)",1972
Beat it on Down the Line,"Memorial Auditorium, Dallas, TX (11/24/72)",1972
Tennessee Jed,"Memorial Auditorium, Dallas, TX (11/24/72)",1972
Jack Straw,"Memorial Auditorium, Dallas, TX (11/24/72)",1972
Sugaree,"Memorial Auditorium, Dallas, TX (11/24/72)",1972
Playing in the Band,"Memorial Auditorium, Dallas, TX (11/24/72)",1972
China Cat Sunflower,"Memorial Auditorium, Dallas, TX (11/24/72)",1972
I Know You Rider,"Memorial Auditorium, Dallas, TX (11/24/72)",1972
Box of Rain,"Memorial Auditorium, Dallas, TX (11/24/72)",1972
Truckin',"Memorial Auditorium, Dallas, TX (11/24/72)",1972
Ramble On Rose,"Memorial Auditorium, Dallas, TX (11/24/72)",1972
Big River,"Memorial Auditorium, Dallas, TX (11/24/72)",1972
Casey Jones,"Memorial Auditorium, Dallas, TX (11/24/72)",1972
Sugar Magnolia,"Memorial Auditorium, Dallas, TX (11/24/72)",1972
Not Fade Away,"Memorial Auditorium, Dallas, TX (11/24/72)",1972
Goin' Down the Road Feeling Bad,"Memorial Auditorium, Dallas, TX (11/24/72)",1972
Not Fade Away,"Memorial Auditorium, Dallas, TX (11/24/72)",1972
Promised Land,"Civic Auditorium, SanAntonio, TX (11/26/72)",1972
Deal,"Civic Auditorium, SanAntonio, TX (11/26/72)",1972
Mexicali Blues,"Civic Auditorium, SanAntonio, TX (11/26/72)",1972
Sugaree,"Civic Auditorium, SanAntonio, TX (11/26/72)",1972
Black Throated Wind,"Civic Auditorium, SanAntonio, TX (11/26/72)",1972
Bird Song,"Civic Auditorium, SanAntonio, TX (11/26/72)",1972
Beat it on Down the Line,"Civic Auditorium, SanAntonio, TX (11/26/72)",1972
China Cat Sunflower,"Civic Auditorium, SanAntonio, TX (11/26/72)",1972
I Know You Rider,"Civic Auditorium, SanAntonio, TX (11/26/72)",1972
Box of Rain,"Civic Auditorium, SanAntonio, TX (11/26/72)",1972
El Paso,"Civic Auditorium, SanAntonio, TX (11/26/72)",1972
Big Railroad Blues,"Civic Auditorium, SanAntonio, TX (11/26/72)",1972
Around and Around,"Civic Auditorium, SanAntonio, TX (11/26/72)",1972
Casey Jones,"Civic Auditorium, SanAntonio, TX (11/26/72)",1972
Playing in the Band,"Civic Auditorium, SanAntonio, TX (11/26/72)",1972
Brown Eyed Women,"Civic Auditorium, SanAntonio, TX (11/26/72)",1972
Jack Straw,"Civic Auditorium, SanAntonio, TX (11/26/72)",1972
Don't Ease Me In,"Civic Auditorium, SanAntonio, TX (11/26/72)",1972
Big River,"Civic Auditorium, SanAntonio, TX (11/26/72)",1972
Dark Star,"Civic Auditorium, SanAntonio, TX (11/26/72)",1972
Me and Bobby McGee,"Civic Auditorium, SanAntonio, TX (11/26/72)",1972
Brokedown Palace,"Civic Auditorium, SanAntonio, TX (11/26/72)",1972
Sugar Magnolia,"Civic Auditorium, SanAntonio, TX (11/26/72)",1972
Goin' Down the Road Feeling Bad,"Civic Auditorium, SanAntonio, TX (11/26/72)",1972
One More Saturday Night,"Civic Auditorium, SanAntonio, TX (11/26/72)",1972
Cold Rain and Snow,"Winterland Arena, San Francisco, CA (12/10/72)",1972
Beat it on Down the Line,"Winterland Arena, San Francisco, CA (12/10/72)",1972
Don't Ease Me In,"Winterland Arena, San Francisco, CA (12/10/72)",1972
Black Throated Wind,"Winterland Arena, San Francisco, CA (12/10/72)",1972
Bird Song,"Winterland Arena, San Francisco, CA (12/10/72)",1972
El Paso,"Winterland Arena, San Francisco, CA (12/10/72)",1972
Around and Around,"Winterland Arena, San Francisco, CA (12/10/72)",1972
Tennessee Jed,"Winterland Arena, San Francisco, CA (12/10/72)",1972
Big River,"Winterland Arena, San Francisco, CA (12/10/72)",1972
Box of Rain,"Winterland Arena, San Francisco, CA (12/10/72)",1972
Candyman,"Winterland Arena, San Francisco, CA (12/10/72)",1972
Bertha,"Winterland Arena, San Francisco, CA (12/10/72)",1972
Playing in the Band,"Winterland Arena, San Francisco, CA (12/10/72)",1972
Casey Jones,"Winterland Arena, San Francisco, CA (12/10/72)",1972
Promised Land,"Winterland Arena, San Francisco, CA (12/10/72)",1972
Stella Blue,"Winterland Arena, San Francisco, CA (12/10/72)",1972
China Cat Sunflower,"Winterland Arena, San Francisco, CA (12/10/72)",1972
I Know You Rider,"Winterland Arena, San Francisco, CA (12/10/72)",1972
Truckin',"Winterland Arena, San Francisco, CA (12/10/72)",1972
The Other One,"Winterland Arena, San Francisco, CA (12/10/72)",1972
Deal,"Winterland Arena, San Francisco, CA (12/10/72)",1972
Jack Straw,"Winterland Arena, San Francisco, CA (12/10/72)",1972
Sugar Magnolia,"Winterland Arena, San Francisco, CA (12/10/72)",1972
Ramble On Rose,"Winterland Arena, San Francisco, CA (12/10/72)",1972
Johnny B. Goode,"Winterland Arena, San Francisco, CA (12/10/72)",1972
Uncle John's Band,"Winterland Arena, San Francisco, CA (12/10/72)",1972
Promised Land,"Winterland Arena, San Francisco, CA (12/11/72)",1972
Sugaree,"Winterland Arena, San Francisco, CA (12/11/72)",1972
Mexicali Blues,"Winterland Arena, San Francisco, CA (12/11/72)",1972
Loser,"Winterland Arena, San Francisco, CA (12/11/72)",1972
Me and Bobby McGee,"Winterland Arena, San Francisco, CA (12/11/72)",1972
Brown Eyed Women,"Winterland Arena, San Francisco, CA (12/11/72)",1972
Beat it on Down the Line,"Winterland Arena, San Francisco, CA (12/11/72)",1972
China Cat Sunflower,"Winterland Arena, San Francisco, CA (12/11/72)",1972
I Know You Rider,"Winterland Arena, San Francisco, CA (12/11/72)",1972
Box of Rain,"Winterland Arena, San Francisco, CA (12/11/72)",1972
He's Gone,"Winterland Arena, San Francisco, CA (12/11/72)",1972
Around and Around,"Winterland Arena, San Francisco, CA (12/11/72)",1972
Friend of the Devil,"Winterland Arena, San Francisco, CA (12/11/72)",1972
Playing in the Band,"Winterland Arena, San Francisco, CA (12/11/72)",1972
Mississippi Half-Step,"Winterland Arena, San Francisco, CA (12/11/72)",1972
Me and My Uncle,"Winterland Arena, San Francisco, CA (12/11/72)",1972
Big Railroad Blues,"Winterland Arena, San Francisco, CA (12/11/72)",1972
Dark Star,"Winterland Arena, San Francisco, CA (12/11/72)",1972
Stella Blue,"Winterland Arena, San Francisco, CA (12/11/72)",1972
Big River,"Winterland Arena, San Francisco, CA (12/11/72)",1972
Deal,"Winterland Arena, San Francisco, CA (12/11/72)",1972
Tomorrow Is Forever,"Winterland Arena, San Francisco, CA (12/11/72)",1972
Sugar Magnolia,"Winterland Arena, San Francisco, CA (12/11/72)",1972
Casey Jones,"Winterland Arena, San Francisco, CA (12/11/72)",1972
Bertha,"Winterland Arena, San Francisco, CA (12/12/72)",1972
Beat it on Down the Line,"Winterland Arena, San Francisco, CA (12/12/72)",1972
Bird Song,"Winterland Arena, San Francisco, CA (12/12/72)",1972
Mexicali Blues,"Winterland Arena, San Francisco, CA (12/12/72)",1972
Brown Eyed Women,"Winterland Arena, San Francisco, CA (12/12/72)",1972
Jack Straw,"Winterland Arena, San Francisco, CA (12/12/72)",1972
Me and Bobby McGee,"Winterland Arena, San Francisco, CA (12/12/72)",1972
Tennessee Jed,"Winterland Arena, San Francisco, CA (12/12/72)",1972
Box of Rain,"Winterland Arena, San Francisco, CA (12/12/72)",1972
El Paso,"Winterland Arena, San Francisco, CA (12/12/72)",1972
Cumberland Blues,"Winterland Arena, San Francisco, CA (12/12/72)",1972
Dont Ease,"Winterland Arena, San Francisco, CA (12/12/72)",1972
Around and Around,"Winterland Arena, San Francisco, CA (12/12/72)",1972
Playing in the Band,"Winterland Arena, San Francisco, CA (12/12/72)",1972
He's Gone,"Winterland Arena, San Francisco, CA (12/12/72)",1972
Truckin',"Winterland Arena, San Francisco, CA (12/12/72)",1972
The Other One,"Winterland Arena, San Francisco, CA (12/12/72)",1972
Sugar Magnolia,"Winterland Arena, San Francisco, CA (12/12/72)",1972
Sing Me Back Home,"Winterland Arena, San Francisco, CA (12/12/72)",1972
Goin' Down the Road Feeling Bad,"Winterland Arena, San Francisco, CA (12/12/72)",1972
One More Saturday Night,"Winterland Arena, San Francisco, CA (12/12/72)",1972
JohnnyB.Goode,"Winterland Arena, San Francisco, CA (12/12/72)",1972
Black Throated Wind,"Long Beach Arena, Long Beach, CA (12/15/72)",1972
Box of Rain,"Long Beach Arena, Long Beach, CA (12/15/72)",1972
Greatest Story Ever Told,"Long Beach Arena, Long Beach, CA (12/15/72)",1972
Jack Straw,"Long Beach Arena, Long Beach, CA (12/15/72)",1972
Playing in the Band,"Long Beach Arena, Long Beach, CA (12/15/72)",1972
He's Gone,"Long Beach Arena, Long Beach, CA (12/15/72)",1972
Truckin',"Long Beach Arena, Long Beach, CA (12/15/72)",1972
The Other One,"Long Beach Arena, Long Beach, CA (12/15/72)",1972
Dark Star,"Long Beach Arena, Long Beach, CA (12/15/72)",1972
Morning Dew,"Long Beach Arena, Long Beach, CA (12/15/72)",1972
Around and Around,"Winterland Arena, San Francisco, CA (12/31/72)",1972
Deal,"Winterland Arena, San Francisco, CA (12/31/72)",1972
Mexicali Blues,"Winterland Arena, San Francisco, CA (12/31/72)",1972
Brown Eyed Women,"Winterland Arena, San Francisco, CA (12/31/72)",1972
Box of Rain,"Winterland Arena, San Francisco, CA (12/31/72)",1972
Jack Straw,"Winterland Arena, San Francisco, CA (12/31/72)",1972
Don't Ease Me In,"Winterland Arena, San Francisco, CA (12/31/72)",1972
Beat it on Down the Line,"Winterland Arena, San Francisco, CA (12/31/72)",1972
Candyman,"Winterland Arena, San Francisco, CA (12/31/72)",1972
El Paso,"Winterland Arena, San Francisco, CA (12/31/72)",1972
Tennessee Jed,"Winterland Arena, San Francisco, CA (12/31/72)",1972
Playing in the Band,"Winterland Arena, San Francisco, CA (12/31/72)",1972
Casey Jones,"Winterland Arena, San Francisco, CA (12/31/72)",1972
Promised Land,"Winterland Arena, San Francisco, CA (12/31/72)",1972
Mississippi Half-Step,"Winterland Arena, San Francisco, CA (12/31/72)",1972
Big River,"Winterland Arena, San Francisco, CA (12/31/72)",1972
Sugaree,"Winterland Arena, San Francisco, CA (12/31/72)",1972
Truckin',"Winterland Arena, San Francisco, CA (12/31/72)",1972
The Other One,"Winterland Arena, San Francisco, CA (12/31/72)",1972
drums,"Winterland Arena, San Francisco, CA (12/31/72)",1972
The Other One,"Winterland Arena, San Francisco, CA (12/31/72)",1972
Morning Dew,"Winterland Arena, San Francisco, CA (12/31/72)",1972
Sugar Magnolia,"Winterland Arena, San Francisco, CA (12/31/72)",1972
Sing Me Back Home,"Winterland Arena, San Francisco, CA (12/31/72)",1972
Johnny B. Goode,"Winterland Arena, San Francisco, CA (12/31/72)",1972
Uncle John's Band,"Winterland Arena, San Francisco, CA (12/31/72)",1972
One More Saturday Night,"Winterland Arena, San Francisco, CA (12/31/72)",1972
Promised Land,"Roscoe Maples Pavilion (Stanford U), Palo Alto, CA (2/9/73)",1973
Row Jimmy,"Roscoe Maples Pavilion (Stanford U), Palo Alto, CA (2/9/73)",1973
Black Throated Wind,"Roscoe Maples Pavilion (Stanford U), Palo Alto, CA (2/9/73)",1973
Deal,"Roscoe Maples Pavilion (Stanford U), Palo Alto, CA (2/9/73)",1973
Me and My Uncle,"Roscoe Maples Pavilion (Stanford U), Palo Alto, CA (2/9/73)",1973
Sugaree,"Roscoe Maples Pavilion (Stanford U), Palo Alto, CA (2/9/73)",1973
Looks Like Rain,"Roscoe Maples Pavilion (Stanford U), Palo Alto, CA (2/9/73)",1973
Loose Lucy,"Roscoe Maples Pavilion (Stanford U), Palo Alto, CA (2/9/73)",1973
Mexicali Blues,"Roscoe Maples Pavilion (Stanford U), Palo Alto, CA (2/9/73)",1973
Brown Eyed Women,"Roscoe Maples Pavilion (Stanford U), Palo Alto, CA (2/9/73)",1973
El Paso,"Roscoe Maples Pavilion (Stanford U), Palo Alto, CA (2/9/73)",1973
Here Comes Sunshine,"Roscoe Maples Pavilion (Stanford U), Palo Alto, CA (2/9/73)",1973
Playing in the Band,"Roscoe Maples Pavilion (Stanford U), Palo Alto, CA (2/9/73)",1973
China Cat Sunflower,"Roscoe Maples Pavilion (Stanford U), Palo Alto, CA (2/9/73)",1973
I Know You Rider,"Roscoe Maples Pavilion (Stanford U), Palo Alto, CA (2/9/73)",1973
Jack Straw,"Roscoe Maples Pavilion (Stanford U), Palo Alto, CA (2/9/73)",1973
They Love Each Other,"Roscoe Maples Pavilion (Stanford U), Palo Alto, CA (2/9/73)",1973
Truckin',"Roscoe Maples Pavilion (Stanford U), Palo Alto, CA (2/9/73)",1973
Eyes of the World,"Roscoe Maples Pavilion (Stanford U), Palo Alto, CA (2/9/73)",1973
China Doll,"Roscoe Maples Pavilion (Stanford U), Palo Alto, CA (2/9/73)",1973
Big River,"Roscoe Maples Pavilion (Stanford U), Palo Alto, CA (2/9/73)",1973
Ramble on Rose,"Roscoe Maples Pavilion (Stanford U), Palo Alto, CA (2/9/73)",1973
Box of Rain,"Roscoe Maples Pavilion (Stanford U), Palo Alto, CA (2/9/73)",1973
Wave That Flag,"Roscoe Maples Pavilion (Stanford U), Palo Alto, CA (2/9/73)",1973
Sugar Magnolia,"Roscoe Maples Pavilion (Stanford U), Palo Alto, CA (2/9/73)",1973
Uncle John's Band,"Roscoe Maples Pavilion (Stanford U), Palo Alto, CA (2/9/73)",1973
Around and Around,"Roscoe Maples Pavilion (Stanford U), Palo Alto, CA (2/9/73)",1973
Casey Jones,"Roscoe Maples Pavilion (Stanford U), Palo Alto, CA (2/9/73)",1973
Loose Lucy,"Dane County Coliseum, Madison, WI (2/15/73)",1973
Beat it on Down the Line,"Dane County Coliseum, Madison, WI (2/15/73)",1973
Brown Eyed Women,"Dane County Coliseum, Madison, WI (2/15/73)",1973
Mexicali Blues,"Dane County Coliseum, Madison, WI (2/15/73)",1973
Tennessee Jed,"Dane County Coliseum, Madison, WI (2/15/73)",1973
Looks Like Rain,"Dane County Coliseum, Madison, WI (2/15/73)",1973
Box of Rain,"Dane County Coliseum, Madison, WI (2/15/73)",1973
Row Jimmy,"Dane County Coliseum, Madison, WI (2/15/73)",1973
Jack Straw,"Dane County Coliseum, Madison, WI (2/15/73)",1973
China Cat Sunflower,"Dane County Coliseum, Madison, WI (2/15/73)",1973
I Know You Rider,"Dane County Coliseum, Madison, WI (2/15/73)",1973
Me and My Uncle,"Dane County Coliseum, Madison, WI (2/15/73)",1973
Bertha,"Dane County Coliseum, Madison, WI (2/15/73)",1973
Playing in the Band,"Dane County Coliseum, Madison, WI (2/15/73)",1973
Casey Jones,"Dane County Coliseum, Madison, WI (2/15/73)",1973
Here Comes Sunshine,"Dane County Coliseum, Madison, WI (2/15/73)",1973
El Paso,"Dane County Coliseum, Madison, WI (2/15/73)",1973
You Ain't Woman Enough,"Dane County Coliseum, Madison, WI (2/15/73)",1973
They Love Each Other,"Dane County Coliseum, Madison, WI (2/15/73)",1973
Big River,"Dane County Coliseum, Madison, WI (2/15/73)",1973
Dark Star,"Dane County Coliseum, Madison, WI (2/15/73)",1973
Eyes of the World,"Dane County Coliseum, Madison, WI (2/15/73)",1973
China Doll,"Dane County Coliseum, Madison, WI (2/15/73)",1973
Promised Land,"Dane County Coliseum, Madison, WI (2/15/73)",1973
Suagaree,"Dane County Coliseum, Madison, WI (2/15/73)",1973
Sugar Magnolia,"Dane County Coliseum, Madison, WI (2/15/73)",1973
Uncle John's Band,"Dane County Coliseum, Madison, WI (2/15/73)",1973
One More Saturday Night,"Dane County Coliseum, Madison, WI (2/15/73)",1973
Promised Land,"Auditorium, St. Paul, MN (2/17/73)",1973
He's Gone,"Auditorium, St. Paul, MN (2/17/73)",1973
Looks Like Rain,"Auditorium, St. Paul, MN (2/17/73)",1973
Box of Rain,"Auditorium, St. Paul, MN (2/17/73)",1973
Wave That Flag,"Auditorium, St. Paul, MN (2/17/73)",1973
Mexicali Blues,"Auditorium, St. Paul, MN (2/17/73)",1973
Bird Song,"Auditorium, St. Paul, MN (2/17/73)",1973
